Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Amantle,2023-10-20 19:35:49,00:19:04,,The Big Bang Theory: Season 6: The Tenure Turbulence (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:19:04,00:19:04,BW (Botswana)
Amantle,2023-10-20 19:15:59,00:19:31,,The Big Bang Theory: Season 6: The Closet Reconfiguration (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:19:31,00:19:31,BW (Botswana)
Amantle,2023-10-20 18:55:32,00:19:49,,The Big Bang Theory: Season 6: The Contractual Obligation Implementation (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:19:49,00:19:49,BW (Botswana)
Amantle,2023-10-20 18:35:48,00:19:28,,The Big Bang Theory: Season 6: The Monster Isolation (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:19:16,00:19:16,BW (Botswana)
Amantle,2023-10-18 20:31:22,00:35:25,,"Suits: Season 8: Promises, Promises (Episode 3)",,Netflix Windows App - Cadmium Windows Mobile,00:38:05,Not latest view,BW (Botswana)
Amantle,2023-10-17 20:09:06,00:00:05,Autoplayed: user action: None; ,Love Is Blind: Season 1: Is Love Blind? (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:05:05,00:05:05,BW (Botswana)
Amantle,2023-10-17 19:40:54,00:27:51,,Love Is Blind: Season 5: The Reunion (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,01:07:50,01:07:50,BW (Botswana)
Amantle,2023-10-17 18:45:49,00:39:59,,Love Is Blind: Season 5: The Reunion (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:39:59,Not latest view,BW (Botswana)
Amantle,2023-10-17 06:12:51,00:17:51,,Love Is Blind: Season 3: The Perfect Fit (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:19:32,00:19:32,BW (Botswana)
Amantle,2023-10-16 23:04:29,00:00:03,Autoplayed: user action: None; ,Love Is Blind: Season 3: The Perfect Fit (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:00:03,Not latest view,BW (Botswana)
Amantle,2023-10-16 21:58:51,01:03:22,,Love Is Blind: Season 3: Impress the Parents (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,01:03:22,01:03:22,BW (Botswana)
Amantle,2023-10-16 20:29:11,01:01:41,,Love Is Blind: Season 3: Return to Reality (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,01:01:41,01:01:41,BW (Botswana)
Amantle,2023-10-16 20:25:52,00:02:03,,Love Is Blind: Season 3: Trouble in Paradise (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:49:59,00:49:59,BW (Botswana)
Amantle,2023-10-16 18:20:30,00:02:02,,Love Is Blind: Season 3: Trouble in Paradise (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:36:43,Not latest view,BW (Botswana)
Amantle,2023-10-16 18:13:37,00:00:15,,Love Is Blind: Season 5: The Reunion (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:00:15,Not latest view,BW (Botswana)
Amantle,2023-10-16 18:10:24,00:00:41,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Beckham,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:41,00:00:41,BW (Botswana)
Amantle,2023-10-15 20:12:15,00:20:42,,The Big Bang Theory: Season 6: The Tangible Affection Proof (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:20:42,00:20:42,BW (Botswana)
Amantle,2023-10-15 19:51:13,00:20:20,,The Big Bang Theory: Season 6: The Spoiler Alert Segmentation (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:20:32,00:20:32,BW (Botswana)
Amantle,2023-10-15 19:30:54,00:19:41,,The Big Bang Theory: Season 6: The Cooper/Kripke Inversion (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:19:41,00:19:41,BW (Botswana)
Amantle,2023-10-15 19:01:08,00:22:34,,The Big Bang Theory: Season 6: The Bakersfield Expedition (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:20:47,00:20:47,BW (Botswana)
Amantle,2023-10-15 18:46:09,00:11:41,,The Big Bang Theory: Season 6: The Egg Salad Equivalency (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:44,00:20:44,BW (Botswana)
Amantle,2023-10-15 14:06:46,00:00:27,Autoplayed: user action: None; ,How to Get Away with Murder: Season 1_hook_primary_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-10-15 10:21:42,00:42:42,,The Good Doctor: Season 5: Sons (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:43:23,00:43:23,BW (Botswana)
Amantle,2023-10-15 10:08:36,00:03:13,,The Good Doctor: Season 5: Sons (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:00:44,Not latest view,BW (Botswana)
Amantle,2023-10-15 08:56:22,00:43:22,,The Good Doctor: Season 5: Sons (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:43:23,Not latest view,BW (Botswana)
Amantle,2023-10-15 08:07:49,00:47:01,,The Good Doctor: Season 5: The Lea Show (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:42:39,00:42:39,BW (Botswana)
Amantle,2023-10-15 07:14:01,00:44:37,,The Good Doctor: Season 5: The Shaun Show (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:42:50,00:42:50,BW (Botswana)
Amantle,2023-10-14 21:51:18,00:16:54,Autoplayed: user action: None; ,The Good Doctor: Season 5: The Shaun Show (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:16:54,Not latest view,BW (Botswana)
Amantle,2023-10-14 21:08:03,00:42:47,,The Good Doctor: Season 5: My Way (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:42:47,00:42:47,BW (Botswana)
Amantle,2023-10-14 20:49:41,00:17:04,,The Good Doctor: Season 5: Potluck (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:42:33,00:42:33,BW (Botswana)
Amantle,2023-10-14 07:05:25,00:24:21,,The Good Doctor: Season 5: Potluck (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:25:42,Not latest view,BW (Botswana)
Amantle,2023-10-14 06:35:31,00:09:15,,The Big Bang Theory: Season 6: The Egg Salad Equivalency (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:09:19,Not latest view,BW (Botswana)
Amantle,2023-10-14 06:14:07,00:20:54,,The Big Bang Theory: Season 6: The Santa Simulation (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:20:54,00:20:54,BW (Botswana)
Amantle,2023-10-14 05:52:43,00:21:16,,The Big Bang Theory: Season 6: The Fish Guts Displacement (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,BW (Botswana)
Amantle,2023-10-14 05:32:33,00:19:44,,The Big Bang Theory: Season 6: The Parking Spot Escalation (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:19:44,00:19:44,BW (Botswana)
Amantle,2023-10-14 05:11:02,00:21:11,,The Big Bang Theory: Season 6: The 43 Peculiarity (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,BW (Botswana)
Amantle,2023-10-14 04:49:02,00:21:16,,The Big Bang Theory: Season 6: The Habitation Configuration (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:21:16,00:21:16,BW (Botswana)
Amantle,2023-10-14 04:27:51,00:20:56,,The Big Bang Theory: Season 6: The Extract Obliteration (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:20:56,00:20:56,BW (Botswana)
Amantle,2023-10-14 04:06:17,00:21:17,,The Big Bang Theory: Season 6: The Holographic Excitation (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:17,00:21:17,BW (Botswana)
Amantle,2023-10-14 03:45:20,00:20:43,,The Big Bang Theory: Season 6: The Re-Entry Minimization (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:20:43,00:20:43,BW (Botswana)
Amantle,2023-10-14 03:25:40,00:19:21,,The Big Bang Theory: Season 6: The Higgs Boson Observation (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:19:21,00:19:21,BW (Botswana)
Amantle,2023-10-14 03:04:25,00:21:07,,The Big Bang Theory: Season 6: The Decoupling Fluctuation (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:21:07,00:21:07,BW (Botswana)
Amantle,2023-10-14 02:42:43,00:20:35,,The Big Bang Theory: Season 6: The Date Night Variable (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:20:35,00:20:35,BW (Botswana)
Amantle,2023-10-14 02:22:39,00:19:50,,The Big Bang Theory: Season 5: The Countdown Reflection (Episode 24),,Netflix Windows App - Cadmium Windows Mobile,00:19:50,00:19:50,BW (Botswana)
Amantle,2023-10-14 02:01:18,00:21:13,,The Big Bang Theory: Season 5: The Launch Acceleration (Episode 23),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,BW (Botswana)
Amantle,2023-10-14 01:39:46,00:21:18,,The Big Bang Theory: Season 5: The Stag Convergence (Episode 22),,Netflix Windows App - Cadmium Windows Mobile,00:21:18,00:21:18,BW (Botswana)
Amantle,2023-10-14 01:20:15,00:19:04,,The Big Bang Theory: Season 5: The Hawking Excitation (Episode 21),,Netflix Windows App - Cadmium Windows Mobile,00:19:04,00:19:04,BW (Botswana)
Amantle,2023-10-14 00:58:30,00:21:20,,The Big Bang Theory: Season 5: The Transporter Malfunction (Episode 20),,Netflix Windows App - Cadmium Windows Mobile,00:21:20,00:21:20,BW (Botswana)
Amantle,2023-10-14 00:37:50,00:20:10,,The Big Bang Theory: Season 5: The Weekend Vortex (Episode 19),,Netflix Windows App - Cadmium Windows Mobile,00:20:10,00:20:10,BW (Botswana)
Amantle,2023-10-14 00:16:42,00:20:42,,The Big Bang Theory: Season 5: The Werewolf Transformation (Episode 18),,Netflix Windows App - Cadmium Windows Mobile,00:20:42,00:20:42,BW (Botswana)
Amantle,2023-10-13 23:55:01,00:21:18,,The Big Bang Theory: Season 5: The Rothman Disintegration (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:21:04,00:21:04,BW (Botswana)
Amantle,2023-10-13 20:22:13,00:21:19,,The Big Bang Theory: Season 5: The Vacation Solution (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:21:19,00:21:19,BW (Botswana)
Amantle,2023-10-13 20:01:30,00:20:21,,The Big Bang Theory: Season 5: The Friendship Contraction (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:20:21,00:20:21,BW (Botswana)
Amantle,2023-10-13 19:40:40,00:20:13,,The Big Bang Theory: Season 5: The Beta Test Initiation (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:20:17,00:20:17,BW (Botswana)
Amantle,2023-10-13 19:23:04,00:17:01,,The Big Bang Theory: Season 5: The Recombination Hypothesis (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:21:13,00:21:13,BW (Botswana)
Amantle,2023-10-13 08:40:14,00:00:47,Autoplayed: user action: None; ,Part 3 Main Character Intro Clip: Lupin,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-10-13 07:10:09,00:55:38,,"Love Is Blind: Season 5: Big, Big Love (Episode 10)",,Netflix Windows App - Cadmium Windows Mobile,01:09:29,01:09:29,BW (Botswana)
Amantle,2023-10-13 07:05:40,00:03:45,,"Love Is Blind: Season 5: Big, Big Love (Episode 10)",,Netflix Windows App - Cadmium Windows Mobile,00:03:45,Not latest view,BW (Botswana)
Amantle,2023-10-13 07:03:13,00:00:09,Autoplayed: user action: None; ,Part 3 Main Character Intro Clip: Lupin,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:09,Not latest view,BW (Botswana)
Amantle,2023-10-12 20:01:22,00:04:15,Autoplayed: user action: None; ,The Big Bang Theory: Season 5: The Recombination Hypothesis (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:04:15,Not latest view,BW (Botswana)
Amantle,2023-10-12 19:40:11,00:20:37,,The Big Bang Theory: Season 5: The Shiny Trinket Maneuver (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:20:37,00:20:37,BW (Botswana)
Amantle,2023-10-12 19:19:51,00:19:41,,The Big Bang Theory: Season 5: The Speckerman Recurrence (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:19:27,00:19:27,BW (Botswana)
Amantle,2023-10-12 18:58:48,00:20:27,,The Big Bang Theory: Season 5: The Flaming Spittoon Acquisition (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:20:27,00:20:27,BW (Botswana)
Amantle,2023-10-12 18:36:47,00:21:11,,The Big Bang Theory: Season 5: The Ornithophobia Diffusion (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,BW (Botswana)
Amantle,2023-10-12 18:14:29,00:20:50,,The Big Bang Theory: Season 5: The Isolation Permutation (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:20:58,00:20:58,BW (Botswana)
Amantle,2023-10-12 17:54:10,00:19:41,,The Big Bang Theory: Season 5: The Good Guy Fluctuation (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:19:41,00:19:41,BW (Botswana)
Amantle,2023-10-12 17:31:23,00:21:06,,The Big Bang Theory: Season 5: The Rhinitis Revelation (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:21:15,00:21:15,BW (Botswana)
Amantle,2023-10-12 17:17:15,00:13:38,,The Big Bang Theory: Season 5: The Russian Rocket Reaction (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:21:11,00:21:11,BW (Botswana)
Amantle,2023-10-07 13:39:40,00:32:51,,Love Is Blind: Season 5: Love on the Rocks (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:52:08,00:52:08,BW (Botswana)
Amantle,2023-10-06 20:23:03,00:01:44,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: Everything Now,HOOK,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-10-06 17:11:10,00:19:18,,Love Is Blind: Season 5: Love on the Rocks (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:19:18,Not latest view,BW (Botswana)
Amantle,2023-10-06 16:01:41,01:01:33,,Love Is Blind: Season 5: Love Is a Battlefield (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,01:02:33,01:02:33,BW (Botswana)
Amantle,2023-10-04 11:30:33,00:00:26,Autoplayed: user action: None; ,Trailer: Beckham,TRAILER,Netflix Windows App - Cadmium Windows Mobile,00:00:26,00:00:26,BW (Botswana)
Amantle,2023-10-04 10:57:32,00:02:25,,The Good Doctor: Season 5: Potluck (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:02:25,Not latest view,BW (Botswana)
Amantle,2023-10-04 10:11:28,00:37:40,,The Good Doctor: Season 5: Growing Pains (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:42:36,00:42:36,BW (Botswana)
Amantle,2023-10-04 08:30:00,00:07:22,,The Good Doctor: Season 5: Growing Pains (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:07:22,Not latest view,BW (Botswana)
Amantle,2023-10-04 08:09:42,00:19:52,,The Good Doctor: Season 5: Dry Spell (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:42:49,00:42:49,BW (Botswana)
Amantle,2023-10-04 08:08:58,00:00:34,,The Good Doctor: Season 5: The Lea Show (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:20:15,Not latest view,BW (Botswana)
Amantle,2023-10-04 08:06:43,00:01:14,Autoplayed: user action: None; ,Trailer: Beckham,TRAILER,Netflix Windows App - Cadmium Windows Mobile,00:01:14,Not latest view,BW (Botswana)
Amantle,2023-10-04 00:06:58,00:19:43,,The Good Doctor: Season 5: The Lea Show (Episode 17),,Netflix Windows App - Cadmium Windows Mobile,00:19:43,Not latest view,BW (Botswana)
Amantle,2023-10-03 23:24:00,00:42:49,,The Good Doctor: Season 5: The Shaun Show (Episode 16),,Netflix Windows App - Cadmium Windows Mobile,00:42:49,Not latest view,BW (Botswana)
Amantle,2023-10-03 22:40:42,00:42:47,,The Good Doctor: Season 5: My Way (Episode 15),,Netflix Windows App - Cadmium Windows Mobile,00:42:47,Not latest view,BW (Botswana)
Amantle,2023-10-03 21:55:56,00:42:33,,The Good Doctor: Season 5: Potluck (Episode 14),,Netflix Windows App - Cadmium Windows Mobile,00:42:33,Not latest view,BW (Botswana)
Amantle,2023-10-03 21:15:01,00:30:59,,The Good Doctor: Season 5: Growing Pains (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:42:48,Not latest view,BW (Botswana)
Amantle,2023-10-03 20:29:10,00:42:35,,The Good Doctor: Season 5: Dry Spell (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:42:50,Not latest view,BW (Botswana)
Amantle,2023-10-03 19:52:11,00:26:13,,The Good Doctor: Season 5: The Family (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:42:51,00:42:51,BW (Botswana)
Amantle,2023-10-03 19:51:10,00:00:31,,The Good Doctor: Season 5: Dry Spell (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:15:20,Not latest view,BW (Botswana)
Amantle,2023-10-03 19:39:00,00:02:10,,Trailer: Love At First Sight,TRAILER,Netflix Windows App - Cadmium Windows Mobile,00:00:00,00:00:00,BW (Botswana)
Amantle,2023-10-02 22:09:44,00:14:49,Autoplayed: user action: None; ,The Good Doctor: Season 5: Dry Spell (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:14:49,Not latest view,BW (Botswana)
Amantle,2023-10-02 21:26:59,00:42:37,,The Good Doctor: Season 5: The Family (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:42:48,Not latest view,BW (Botswana)
Amantle,2023-10-02 20:41:19,00:43:21,,The Good Doctor: Season 5: Cheat Day (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:42:43,00:42:43,BW (Botswana)
Amantle,2023-10-02 20:08:41,00:28:58,,The Good Doctor: Season 5: Yippee Ki-yay (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:42:07,00:42:07,BW (Botswana)
Amantle,2023-10-02 20:05:17,00:01:16,,The Good Doctor: Season 5: Rebellion (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:23:08,00:23:08,BW (Botswana)
Amantle,2023-10-02 20:04:07,00:00:43,,The Good Doctor: Season 5: Growing Pains (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:11:51,Not latest view,BW (Botswana)
Amantle,2023-10-02 17:20:42,00:09:49,,CoComelon: Season 2: Playtime Favorites (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:09:49,00:09:49,BW (Botswana)
Amantle,2023-10-02 16:25:21,00:55:06,,CoComelon: Season 2: Family Jams (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:55:06,00:55:06,BW (Botswana)
Amantle,2023-10-02 15:30:34,00:54:36,,CoComelon: Season 2: Learn and Play with J.J. (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,00:54:36,00:54:36,BW (Botswana)
Amantle,2023-10-02 15:16:37,00:13:47,,CoComelon: Season 1: CoComelon  Sing-Alongs: Kids' Favorites (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,01:00:27,01:00:27,BW (Botswana)
Amantle,2023-10-02 15:04:31,00:11:11,,The Good Doctor: Season 5: Growing Pains (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,00:11:11,Not latest view,BW (Botswana)
Amantle,2023-10-02 14:21:26,00:42:48,,The Good Doctor: Season 5: Dry Spell (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,00:42:48,Not latest view,BW (Botswana)
Amantle,2023-10-02 13:38:28,00:42:49,,The Good Doctor: Season 5: The Family (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,00:42:49,Not latest view,BW (Botswana)
Amantle,2023-10-02 12:55:27,00:42:48,,The Good Doctor: Season 5: Cheat Day (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,00:42:48,Not latest view,BW (Botswana)
Amantle,2023-10-02 12:12:56,00:42:19,,The Good Doctor: Season 5: Yippee Ki-yay (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,00:42:19,Not latest view,BW (Botswana)
Amantle,2023-10-02 11:17:53,00:42:39,,The Good Doctor: Season 5: Rebellion (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,00:42:48,Not latest view,BW (Botswana)
Amantle,2023-10-02 10:28:59,00:46:41,,CoComelon: Season 1: CoComelon  Sing-Alongs: Kids' Favorites (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:46:41,Not latest view,BW (Botswana)
Amantle,2023-10-02 09:35:19,00:53:26,,CoComelon: Season 1: CoComelon  Sing-Alongs: Fun Pack (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:53:26,00:53:26,BW (Botswana)
Amantle,2023-10-02 08:28:16,01:01:00,,CoComelon: Season 1: CoComelon  Sing-Alongs: Playdate with JJ (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,01:01:08,01:01:08,BW (Botswana)
Amantle,2023-10-01 15:19:03,00:42:30,,The Good Doctor: Season 5: Expired (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,00:42:30,00:42:30,BW (Botswana)
Amantle,2023-10-01 14:10:59,00:58:03,,The Good Doctor: Season 5: One Heart (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,00:42:35,00:42:35,BW (Botswana)
Amantle,2023-10-01 13:22:58,00:43:02,,The Good Doctor: Season 5: Crazytown (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:42:30,00:42:30,BW (Botswana)
Amantle,2023-10-01 11:29:04,00:10:50,,The Good Doctor: Season 5: Crazytown (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,00:10:50,Not latest view,BW (Botswana)
Amantle,2023-10-01 10:45:45,00:42:49,,The Good Doctor: Season 5: Rationality (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,00:42:47,00:42:47,BW (Botswana)
Amantle,2023-10-01 10:02:42,00:42:41,,The Good Doctor: Season 5: Measure of Intelligence (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,00:42:41,00:42:41,BW (Botswana)
Amantle,2023-10-01 09:20:18,00:42:12,,The Good Doctor: Season 5: Piece of Cake (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,00:42:12,00:42:12,BW (Botswana)
